"Address","Occurrences","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Indexability","Indexability Status"
"https://eghiseul.ro/servicii/extras-plan-cadastral/","1","Extras de plan cadastral pe ortofotoplan ANCPI — vezi imobilul pe harta cadastrală după numărul cadastral sau de carte funciară. Taxe incluse, 100% online, livrare pe email, fără cont ANCPI.","190","1169","Indexable",""
"https://eghiseul.ro/calculator/valabilitate-documente/","1","Verifică pe loc dacă documentul tău mai e valabil: cazier judiciar (6 luni), cazier fiscal (30 zile), extras CF, certificat constatator, certificat de integritate. Alegi documentul, pui data eliberării, afli până când e bun.","224","1278","Indexable",""
"https://eghiseul.ro/suspendare-activitate-firma-ghid/","1","Ghid suspendare activitate SRL/PFA în 2026: pașii la ONRC și ANAF, durata maximă de 3 ani, ce obligații fiscale rămân în suspendare și cum se face reluarea activității.","168","1026","Indexable",""
"https://eghiseul.ro/servicii/extras-multilingv-certificat-nastere/","1","Extrasul multilingv de pe certificatul de naștere (formular standard UE) e recunoscut în Uniunea Europeană fără traducere și fără apostilă. 798 RON totul inclus, fără deplasare.","177","1077","Indexable",""
"https://eghiseul.ro/blog/","1","Ghiduri și articole despre acte din România: carte funciară, cadastru, cazier judiciar, certificate de stare civilă, ONRC, pensii și rovinietă. Explicații clare, pas cu pas.","173","992","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/persoana-juridica/","1","Cazier judiciar pentru firmă (persoană juridică) 100% online — necesar la licitații publice SEAP, contracte cu statul și fonduri europene. 198 RON, livrare în 3-5 zile. Auto-completare CUI de la ONRC.","200","1196","Indexable",""
"https://eghiseul.ro/servicii/certificat-de-integritate-comportamentala/","1","Obții certificatul de integritate comportamentală online, fără drum la Poliție. Taxe IGPR incluse, livrare pe email în zile lucrătoare. Comandă acum.","149","891","Indexable",""
"https://eghiseul.ro/totul-despre-cartea-funciara-colectiva/","1","Cartea funciară colectivă descrie blocul întreg: terenul, construcția și cotele fiecărui apartament din părțile comune. Ce găsești în părțile A, B și C, când ți se cere și cum obții extrasul.","191","1106","Indexable",""
"https://eghiseul.ro/inregistrare-nastere-copil-nou-nascut/","1","Cum înregistrezi nașterea copilului nou-născut: termenul legal de 30 de zile, actele necesare, CNP-ul și primul certificat de naștere, care este gratuit. Ghid pas cu pas.","170","1006","Indexable",""
"https://eghiseul.ro/ghid-complet-certificat-de-integritate-comportamentala/","1","Ce este certificatul de integritate comportamentală, în ce diferă de cazierul judiciar, cine are nevoie de el (inclusiv pentru lucrul cu minori) și cum îl obții online. Ghid complet + perioada de valabilitate.","209","1205","Indexable",""
"https://eghiseul.ro/verificare-proprietar-imobil/","1","Singura metodă oficială care îți arată numele proprietarului este extrasul de carte funciară, și îl poate cere oricine, legal. Cum verifici proprietarul unui apartament sau teren, chiar dacă ai doar adresa.","206","1215","Indexable",""
"https://eghiseul.ro/ce-este-un-releveu/","1","Ce este un releveu, ce conține și cum îl obții pentru apartament sau casă. Diferența față de planul cadastral, cine face releveul și cât costă. Copie releveu din arhiva OCPI, livrată pe email.","192","1132","Indexable",""
"https://eghiseul.ro/valabilitate-certificat-de-celibat/","1","Cât e valabil certificatul de celibat (Anexa 9): 6 luni în România și 90 de zile (3 luni) când îl prezinți în străinătate pentru căsătorie. Vezi de ce diferă și ce verifici.","173","967","Indexable",""
"https://eghiseul.ro/calculator/reabilitare/","1","Află când se șterge condamnarea din cazier: termenele de reabilitare din Codul Penal (3, 4, 5 sau 7 ani), calculate din data executării.","136","810","Indexable",""
"https://eghiseul.ro/calculator/taxa-judiciara-de-timbru/","1","Calculează taxa judiciară de timbru pe tranșe (OUG 80/2013) plus taxele fixe frecvente: divorț, apel, ordonanță președințială.","126","765","Indexable",""
"https://eghiseul.ro/calculator/contributii-pfa/","1","Calculează contribuțiile PFA pentru Declarația Unică 2026: CASS 10%, CAS 25% și impozit 10%, cu plafoanele pe salariul minim.","125","777","Indexable",""
"https://eghiseul.ro/calculator/impozit-chirie/","1","Calculează impozitul pe chirie 2026: 10% pe venitul net (deducere 20%) plus CASS pe plafoane. Declarare prin Declarația Unică.","126","776","Indexable",""
"https://eghiseul.ro/calculator/taxe-srl/","1","Calculează taxele unui SRL în 2026: impozit micro 1% sau profit 16%, plus impozit pe dividende 16% și CASS, și află câți bani rămân efectiv în mână.","148","902","Indexable",""
"https://eghiseul.ro/cazier-fiscal-persoana-fizica/","1","Ghid complet despre cazierul fiscal al persoanei fizice: ce fapte se înscriu, când se șterg, cât este valabil, cine îl eliberează și cum îl obții prin SPV sau prin împuternicit dacă nu poți activa contul ANAF.","209","1211","Indexable",""
"https://eghiseul.ro/servicii/certificat-detineri-imobile/","1","Certificat care atestă dacă o persoană deține sau nu deține imobile în evidențele OCPI/ANCPI. Verificare după persoană (nume + CNP/CUI), pe localitate sau județ. Cerut la dosare de locuință, ajutoare, succesiuni și dosare bancare. 198 RON, taxe incluse, pe email.","263","1611","Indexable",""
"https://eghiseul.ro/servicii/copie-plan-cadastral/","1","Copie certificată a planului cadastral din arhiva OCPI: planul de situație înregistrat la recepția cadastrală, obținut după numărul cadastral sau de carte funciară. Taxe OCPI incluse, fără cont ANCPI, livrare pe email.","218","1304","Indexable",""
"https://eghiseul.ro/servicii/copie-intabulare/","1","Copie certificată a încheierii de intabulare din arhiva OCPI, care dovedește înscrierea dreptului de proprietate în cartea funciară. Taxe OCPI incluse, totul online, livrare pe email.","183","1070","Indexable",""
"https://eghiseul.ro/servicii/copie-inventar-coordonate/","1","Copie inventar de coordonate în sistem Stereo 70: lista punctelor de hotar ale imobilului, cu coordonate X/Y, după numărul cadastral sau de carte funciară. Taxe OCPI incluse, totul online, livrare pe email.","206","1240","Indexable",""
"https://eghiseul.ro/servicii/copie-plan-incadrare/","1","Comandă copia planului de încadrare în zonă din arhiva OCPI. Vezi unde se află imobilul în zonă și în cvartal, după numărul cadastral sau de carte funciară. Taxe incluse, online, livrare pe email, fără cont ANCPI.","213","1284","Indexable",""
"https://eghiseul.ro/calculator/impozit-pensie/","1","Calculează impozitul și CASS pe pensie în 2026: 10% impozit și 10% CASS pe partea care depășește 3.000 lei, și află pensia netă încasată.","137","841","Indexable",""
"https://eghiseul.ro/servicii/extras-cf-colectiv/","1","Cartea funciară a blocului sau condominiului: părțile comune și cotele indivize ale construcției, document separat de extrasul CF al apartamentului. Taxe OCPI incluse, 100% online, livrare pe email, fără cont ANCPI.","215","1303","Indexable",""
"https://eghiseul.ro/servicii/copie-contract-vanzare/","1","Obține copia certificată a contractului de vânzare-cumpărare al imobilului din arhiva OCPI/ANCPI — actul notarial în baza căruia s-a intabulat dreptul de proprietate. Util când nu mai ai exemplarul propriu. Taxe OCPI incluse, online, livrare pe email.","251","1507","Indexable",""
"https://eghiseul.ro/transcriere-certificat-de-casatorie/","1","Te-ai căsătorit în străinătate? Vezi ce este transcrierea certificatului de căsătorie, actele necesare (apostilă, traducere) și unde se depune.","143","842","Indexable",""
"https://eghiseul.ro/duplicat-certificat-de-casatorie/","1","Ai pierdut certificatul de căsătorie? Vezi cum obții un duplicat la Starea Civilă, ce acte îți trebuie, cât durează și cum îl ceri online, prin împuternicit, pe eGhișeul.ro.","173","981","Indexable",""
"https://eghiseul.ro/servicii/copie-releveu/","1","Copie certificată după releveul apartamentului din arhiva OCPI: planul cu dispunerea camerelor, suprafețele utile per încăpere și dimensiunile interioare. Taxe incluse, 100% online, livrare pe email, fără cont ANCPI.","216","1294","Indexable",""
"https://eghiseul.ro/servicii/copie-arhiva-ocpi/","1","Obții o copie certificată din arhiva teritorială OCPI/BCPI: memoriu tehnic, planuri și înscrisurile care au stat la baza intabulării imobilului. Cauți după numărul cadastral sau de carte funciară, cu taxele OCPI incluse. Totul online, livrare pe email.","252","1475","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/harghita/","1","Obține extrasul de carte funciară pentru un imobil din județul Harghita online, fără drum la OCPI Harghita. 89 RON, taxe incluse, livrare pe email în câteva minute.","164","986","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/hunedoara/","1","Obține extrasul de carte funciară pentru un imobil din județul Hunedoara online, fără drum la OCPI Hunedoara. 89 RON, taxe incluse, livrare pe email în câteva minute.","166","1016","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/constanta/","1","Obține extrasul de carte funciară pentru un imobil din județul Constanța online, fără drum la OCPI Constanța. 89 RON, taxe incluse, livrare pe email în câteva minute.","166","1008","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/vaslui/","1","Obține extrasul de carte funciară pentru un imobil din județul Vaslui online, fără drum la OCPI Vaslui. 89 RON, taxe incluse, livrare pe email în câteva minute.","160","952","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/valcea/","1","Obține extrasul de carte funciară pentru un imobil din județul Vâlcea online, fără drum la OCPI Vâlcea. 89 RON, taxe incluse, livrare pe email în câteva minute.","160","960","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/dambovita/","1","Obține extrasul de carte funciară pentru un imobil din județul Dâmbovița online, fără drum la OCPI Dâmbovița. 89 RON, taxe incluse, livrare pe email în câteva minute.","166","1012","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/gorj/","1","Obține extrasul de carte funciară pentru un imobil din județul Gorj online, fără drum la OCPI Gorj. 89 RON, taxe incluse, livrare pe email în câteva minute.","156","928","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/arad/","1","Obține extrasul de carte funciară pentru un imobil din județul Arad online, fără drum la OCPI Arad. 89 RON, taxe incluse, livrare pe email în câteva minute.","156","936","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/brasov/","1","Obține extrasul de carte funciară pentru un imobil din județul Brașov online, fără drum la OCPI Brașov. 89 RON, taxe incluse, livrare pe email în câteva minute.","160","964","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/maramures/","1","Obține extrasul de carte funciară pentru un imobil din județul Maramureș online, fără drum la OCPI Maramureș. 89 RON, taxe incluse, livrare pe email în câteva minute.","166","1020","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/giurgiu/","1","Obține extrasul de carte funciară pentru un imobil din județul Giurgiu online, fără drum la OCPI Giurgiu. 89 RON, taxe incluse, livrare pe email în câteva minute.","162","966","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/botosani/","1","Obține extrasul de carte funciară pentru un imobil din județul Botoșani online, fără drum la OCPI Botoșani. 89 RON, taxe incluse, livrare pe email în câteva minute.","164","988","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/iasi/","1","Obține extrasul de carte funciară pentru un imobil din județul Iași online, fără drum la OCPI Iași. 89 RON, taxe incluse, livrare pe email în câteva minute.","156","920","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/sibiu/","1","Obține extrasul de carte funciară pentru un imobil din județul Sibiu online, fără drum la OCPI Sibiu. 89 RON, taxe incluse, livrare pe email în câteva minute.","158","936","Indexable",""
"https://eghiseul.ro/extras-carte-funciara-gratuit/","1","Da, extrasul de carte funciară de informare este gratuit prin platforma MyTerra (ANCPI) din iunie 2025. Ce condiții sunt, cum îți faci cont, cât durează și când are sens varianta plătită, eliberată instant.","206","1224","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/olt/","1","Obține extrasul de carte funciară pentru un imobil din județul Olt online, fără drum la OCPI Olt. 89 RON, taxe incluse, livrare pe email în câteva minute.","154","912","Indexable",""
"https://eghiseul.ro/ce-este-planul-cadastral/","1","Ce este planul cadastral, ce conține și cum îl obții online. Diferența dintre planul cadastral, extrasul de plan cadastral pe ortofotoplan, releveu și extrasul de carte funciară.","178","1039","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/neamt/","1","Obține extrasul de carte funciară pentru un imobil din județul Neamț online, fără drum la OCPI Neamț. 89 RON, taxe incluse, livrare pe email în câteva minute.","158","960","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/ialomita/","1","Obține extrasul de carte funciară pentru un imobil din județul Ialomița online, fără drum la OCPI Ialomița. 89 RON, taxe incluse, livrare pe email în câteva minute.","164","978","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/cluj/","1","Obține extrasul de carte funciară pentru un imobil din județul Cluj online, fără drum la OCPI Cluj. 89 RON, taxe incluse, livrare pe email în câteva minute.","156","922","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/alba/","1","Obține extrasul de carte funciară pentru un imobil din județul Alba online, fără drum la OCPI Alba. 89 RON, taxe incluse, livrare pe email în câteva minute.","156","932","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/mehedinti/","1","Obține extrasul de carte funciară pentru un imobil din județul Mehedinți online, fără drum la OCPI Mehedinți. 89 RON, taxe incluse, livrare pe email în câteva minute.","166","998","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/galati/","1","Obține extrasul de carte funciară pentru un imobil din județul Galați online, fără drum la OCPI Galați. 89 RON, taxe incluse, livrare pe email în câteva minute.","160","950","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/timis/","1","Obține extrasul de carte funciară pentru un imobil din județul Timiș online, fără drum la OCPI Timiș. 89 RON, taxe incluse, livrare pe email în câteva minute.","158","942","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/caras-severin/","1","Obține extrasul de carte funciară pentru un imobil din județul Caraș-Severin online, fără drum la OCPI Caraș-Severin. 89 RON, taxe incluse, livrare pe email în câteva minute.","174","1048","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/bacau/","1","Obține extrasul de carte funciară pentru un imobil din județul Bacău online, fără drum la OCPI Bacău. 89 RON, taxe incluse, livrare pe email în câteva minute.","158","956","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/covasna/","1","Obține extrasul de carte funciară pentru un imobil din județul Covasna online, fără drum la OCPI Covasna. 89 RON, taxe incluse, livrare pe email în câteva minute.","162","986","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/buzau/","1","Obține extrasul de carte funciară pentru un imobil din județul Buzău online, fără drum la OCPI Buzău. 89 RON, taxe incluse, livrare pe email în câteva minute.","158","956","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/dolj/","1","Obține extrasul de carte funciară pentru un imobil din județul Dolj online, fără drum la OCPI Dolj. 89 RON, taxe incluse, livrare pe email în câteva minute.","156","922","Indexable",""
"https://eghiseul.ro/valabilitate-extras-de-carte-funciara/","1","Cât este valabil extrasul de carte funciară emis de ANCPI: în general 30 de zile. Cum verifici valabilitatea online, ce faci când expiră și cât ține un extras pentru informare.","176","1029","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/ilfov/","1","Obține extrasul de carte funciară pentru un imobil din județul Ilfov online, fără drum la OCPI Ilfov. 89 RON, taxe incluse, livrare pe email în câteva minute.","158","930","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/tulcea/","1","Obține extrasul de carte funciară pentru un imobil din județul Tulcea online, fără drum la OCPI Tulcea. 89 RON, taxe incluse, livrare pe email în câteva minute.","160","958","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/satu-mare/","1","Obține extrasul de carte funciară pentru un imobil din județul Satu Mare online, fără drum la OCPI Satu Mare. 89 RON, taxe incluse, livrare pe email în câteva minute.","166","1004","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/teleorman/","1","Obține extrasul de carte funciară pentru un imobil din județul Teleorman online, fără drum la OCPI Teleorman. 89 RON, taxe incluse, livrare pe email în câteva minute.","166","1008","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/vrancea/","1","Obține extrasul de carte funciară pentru un imobil din județul Vrancea online, fără drum la OCPI Vrancea. 89 RON, taxe incluse, livrare pe email în câteva minute.","162","980","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/bistrita-nasaud/","1","Obține extrasul de carte funciară pentru un imobil din județul Bistrița-Năsăud online, fără drum la OCPI Bistrița-Năsăud. 89 RON, taxe incluse, livrare pe email în câteva minute.","178","1072","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/arges/","1","Obține extrasul de carte funciară pentru un imobil din județul Argeș online, fără drum la OCPI Argeș. 89 RON, taxe incluse, livrare pe email în câteva minute.","158","948","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/mures/","1","Obține extrasul de carte funciară pentru un imobil din județul Mureș online, fără drum la OCPI Mureș. 89 RON, taxe incluse, livrare pe email în câteva minute.","158","954","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/bihor/","1","Obține extrasul de carte funciară pentru un imobil din județul Bihor online, fără drum la OCPI Bihor. 89 RON, taxe incluse, livrare pe email în câteva minute.","158","942","Indexable",""
